sl_no,ministry,sector,project_name,agency,project_id,legacy_ocms_code,pmgid,state,approval_date_mm_yyyy,start_date_mm_yyyy,original_target_doc_mm_yyyy,revised_target_doc_mm_yyyy,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_percent,report_month,source_pdf_page,source_file,snapshot_date,anticipated_target_doc_mm_yyyy,anticipated_cost_crore,clean_project_id,original_cost_cr,revised_cost_cr,cumulative_expenditure_cr,physical_progress_pct,burn_rate_pct,burn_progress_gap,cost_variation_pct,time_elapsed_ratio,delay_months_actual,is_delayed,is_cost_overrun
848,Ministry of Road Transport & Highways,Roads & Highways,Construction of a new 4-lane major bridge across river Kosi at Phulaut including Rehabilitation and upgradation of existing Birpur and Bihpur section of NH-106 from km 106.000 to km 136.000 to 2-lane with paved shoulders in the State of Bihar on EPC mode,MoRTH,618234,,,Bihar,09/2018,,06/2021,06/2024,3.0,2026.0,1478.4,1478.4,December 2025,82.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618234,3.0,2026.0,1478.4,100.0,72.97137216189536,-27.02862783810464,500.0,1.1,36.0,1,1
857,Ministry of Road Transport & Highways,Roads & Highways,4L  Greenfield Alignment from Kalyanapur to Tal Dashraha of NH-119D Pkg-III,NHAI,618741,,,Bihar,03/2022,,02/2023,02/2025,1857.58,1969.3,345.49,23.0,December 2025,82.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618741,1857.58,1969.3,345.49,23.0,17.54379728837658,-5.456202711623419,6.014276639498704,0.33,24.0,1,0
859,Ministry of Road Transport & Highways,Roads & Highways,4L of Aurangabad-Paithan,NHAI,618779,,,Bihar,09/2022,,01/2023,07/2024,1505.0,349.96,304.99,78.0,December 2025,82.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618779,1505.0,349.96,304.99,78.0,87.14995999542806,9.149959995428063,-50.0,0.88,18.0,1,0
860,Ministry of Road Transport & Highways,Roads & Highways,Aunta - Simaria including Ganga Bridge,National Highways Authority of India [NHAI],618839,,,Bihar NA (,08/2018,,02/2022,05/2025,1309.47,2107.68,796.99,100.0,December 2025,82.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618839,1309.47,2107.68,796.99,100.0,37.81361497001443,-62.18638502998557,60.95672294897935,1.1,39.0,1,1
861,Ministry of Road Transport & Highways,Roads & Highways,Simaria Km. 206.050 to Khagaria Km. 266.282,National Highways Authority of India [NHAI],618840,,,Bihar NA (,10/2016,,04/2019,03/2025,664.02,891.64,337.23,97.0,December 2025,82.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618840,664.02,891.64,337.23,97.0,37.821318020725855,-59.178681979274145,34.27908797927773,1.07,71.0,1,1
862,Ministry of Road Transport & Highways,Roads & Highways,4L Elevated Section and at-grade improvements at Begusarai town Simaria - Khagaria section  from Km. 221.047 to Km. 225.302 of NH-31,National Highways Authority of India [NHAI],618841,,,Bihar,10/2021,,06/2022,12/2024,12.0,2025.0,491.04,348.38,December 2025,82.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618841,12.0,2025.0,491.04,100.0,24.24888888888889,-75.75111111111111,500.0,1.1,30.0,1,1
863,Ministry of Road Transport & Highways,Roads & Highways,Bakhtiyarpur-Rajauli Pkg-II from km. 54.405 to km.101.630,National Highways Authority of India [NHAI],618861,,,Bihar,09/2020,,04/2021,07/2023,897.45,1397.47,697.4,91.0,December 2025,82.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618861,897.45,1397.47,697.4,91.0,49.90447022118543,-41.09552977881457,55.71563875424814,1.01,27.0,1,1
864,Ministry of Road Transport & Highways,Roads & Highways,Maheshkunt-Saharsa-Purnea Pkg I km 0.00 to km. 90.00 of NH-107,National Highways Authority of India [NHAI],618902,,,Bihar,02/2017,,12/2019,12/2021,8.0,2025.0,662.44,1311.22,December 2025,82.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618902,8.0,2025.0,662.44,100.0,32.71308641975309,-67.2869135802469,500.0,1.1,24.0,1,1
865,Ministry of Road Transport & Highways,Roads & Highways,Maheshkunt -Saharsa-Purnea Pkg II,National Highways Authority of India [NHAI],618903,,,Bihar NA (,12/2018,,12/2020,11/2025,1028.28,1244.09,805.43,89.0,December 2025,82.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618903,1028.28,1244.09,805.43,89.0,64.74049305114582,-24.25950694885418,20.98747422880927,0.99,59.0,1,1
866,Ministry of Road Transport & Highways,Roads & Highways,Chhapra - Hajipur from km. 143.200 to km. 209.200,National Highways Authority of India [NHAI],618904,,,Bihar NA (,01/2011,,07/2013,,2127.86,2171.6,3.78,57.0,December 2025,82.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618904,2127.86,2171.6,3.78,57.0,0.17406520537852274,-56.825934794621475,2.055586363764523,0.6699999999999999,0.0,0,0
858,Ministry of Road Transport & Highways,Roads & Highways,Ara - Mohania Pkg-II,National Highways Authority of India [NHAI],618774,,,Bihar,08/2020,,01/2021,07/2023,11.0,2025.0,984.63,827.51,December 2025,82.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618774,11.0,2025.0,984.63,100.0,48.623703703703704,-51.376296296296296,500.0,1.1,30.0,1,1
782,Ministry of Road Transport & Highways,Roads & Highways,6L  Access Controlled Greenfield Highway from Audireddipalle Ch. 160000 to Mallapalle Ch. 176000Package-07,National Highways Authority of India [NHAI],618720,,,Andhra Pradesh,02/2023,,03/2024,03/2026,987.1,848.06,254.31,54.0,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618720,987.1,848.06,254.31,54.0,29.98726505200104,-24.01273494799896,-14.08570560226928,0.64,24.0,1,0
847,Ministry of Road Transport & Highways,Roads & Highways,construction of a new 4 lane Parallel to existing MG Setu  with its approaces from km 0.00 to km 14.500 across river Ganga on NH-19 at Patna in the state of Bihar.,MoRTH,618228,,,Bihar,02/2019,,03/2021,09/2024,1.0,2025.0,2926.42,2926.42,December 2025,82.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618228,1.0,2025.0,2926.42,100.0,144.51456790123459,44.514567901234585,500.0,1.1,42.0,1,1
845,Ministry of Road Transport & Highways,Roads & Highways,Improvement to two lane with paved shoulders of NH-319A from km 0 to km 45 in state of Bihar under EPC mode,MoRTH,618121,,,Bihar,02/2022,,06/2023,12/2024,427.29,427.29,176.32,0.0,December 2025,82.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618121,427.29,427.29,176.32,0.0,41.26471483067705,41.26471483067705,0.0,0.1,18.0,1,0
827,Ministry of Road Transport & Highways,Roads & Highways,"4-Laning of NH-37 Section between Demow to End of Moran Bypass From Km. 534.800 to Km. 561.700 including Emergency Landing Facility ELF under SARDP-NE, Phase 'A' in the State of Assam on EPC mode",NHIDCL,618438,,,Assam,01/2016,,01/2023,08/2025,1.0,2025.0,385.57,385.57,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618438,1.0,2025.0,385.57,100.0,19.040493827160493,-80.95950617283951,500.0,1.1,31.0,1,1
828,Ministry of Road Transport & Highways,Roads & Highways,"Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH- 37 Old from Km 490.800 to Km 501.800 11.000 Km, under SARDP- NE under EPC Mode in the state of Assam Pkg-I Road Works",NHIDCL,618441,,,Assam,01/2016,,10/2024,09/2025,467.79,476.5,72.13,0.0,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618441,467.79,476.5,72.13,0.0,15.137460650577122,15.137460650577122,1.8619465999700675,0.1,11.0,1,0
829,Ministry of Road Transport & Highways,Roads & Highways,Development of External Trunk Connectivity and Internal Infrastructure Works at Multi Model Logistics ParkMMLP at Jogighopa in the State of Assam on EPC Mode Package-I Road and Utility Works,NHIDCL,618455,,,Assam,02/2020,,09/2020,09/2024,10.0,2024.0,693.97,693.97,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618455,10.0,2024.0,693.97,100.0,34.28705533596838,-65.71294466403162,500.0,1.1,48.0,1,1
830,Ministry of Road Transport & Highways,Roads & Highways,"6L Standalone Flyovers at Bongaigaon, Chapaguri, Pathsala, Simlaguri chowk and Baihata Bypass Junctions on stretches of NH-31 and NH-27",National Highways Authority of India [NHAI],618575,,,Assam,03/2022,,01/2023,07/2024,457.72,412.15,371.63,100.0,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618575,457.72,412.15,371.63,100.0,90.1686279267257,-9.831372073274295,-9.955868216376834,1.1,18.0,1,0
831,Ministry of Road Transport & Highways,Roads & Highways,"6L Standalone Flyovers at Raha, Demow, Borghat, Kathiatali junctions and ROB at Jagiroad on stretches of NH 36 and NH 27",National Highways Authority of India [NHAI],618576,,,Assam,03/2022,,12/2022,06/2024,280.75,255.53,211.79,99.0,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618576,280.75,255.53,211.79,99.0,82.88263608969592,-16.11736391030408,-8.983081032947462,1.09,18.0,1,0
832,Ministry of Road Transport & Highways,Roads & Highways,Construction of proposed 4Lane Revelgunj bypass NH-19 in the State of Bihar on EPC mode connecting NH 19 to 85 origin,MoRTH,617897,,,Bihar,03/2022,,07/2023,07/2025,295.24,295.24,33.07,73.0,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,617897,295.24,295.24,33.07,73.0,11.201056767375695,-61.7989432326243,0.0,0.83,24.0,1,0
833,Ministry of Road Transport & Highways,Roads & Highways,Widening & Strenthening from km132.895 to km 190.15 NH-80,MoRTH,617958,,,Bihar,03/2021,,11/2022,11/2024,566.1,566.1,221.6,37.0,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,617958,566.1,566.1,221.6,37.0,39.145027380321494,2.145027380321494,0.0,0.47,24.0,1,0
834,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation & Widening work for 2 Lane with Paved Shoulder of Existing NH-80 from km 70.15 to Km 121.025 of Munger-Suttanganj -BhagatpurMirzachowki section on EPC Mode in the State of Bihar.,MoRTH,617959,,,Bihar,03/2021,,02/2023,01/2025,477.54,477.54,311.39,95.0,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,617959,477.54,477.54,311.39,95.0,65.2071030698999,-29.7928969301001,0.0,1.05,23.0,1,0
846,Ministry of Road Transport & Highways,Roads & Highways,Estimate for Improvement to two lane with paved shoulder from Ramnagar to Roseda from km 3.500 to 43.000 of NH 527 E on EPC mode in State of Bihar,MoRTH,618146,,,Bihar,01/2022,,10/2024,04/2026,495.16,495.16,0.0,0.0,December 2025,82.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618146,495.16,495.16,0.0,0.0,0.0,0.0,0.0,0.1,18.0,1,0
835,Ministry of Road Transport & Highways,Roads & Highways,Gaya-Hisua-Rajgir-Nalanda-Biharsharif section km0.00 to 92.935 NH-82,MoRTH,617961,,,Bihar,01/2014,,11/2016,11/2019,7.0,2022.0,1408.85,2138.16,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,617961,7.0,2022.0,1408.85,100.0,69.67606330365975,-30.323936696340255,500.0,1.1,36.0,1,1
837,Ministry of Road Transport & Highways,Roads & Highways,Construction of 4 Lane ROB and its approaches at the level crossing LC No 29  B of Km 29 Ekangarsarai at NH  110 New NH 33 & Railway Km 32.63 at Fatwa FUT Islampur IPR section in the state of Bihar on EPC mode.,MoRTH,617969,,,Bihar,03/2023,,07/2024,07/2026,201.08,201.08,0.01,32.0,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,617969,201.08,201.08,0.01,32.0,0.004973145016908692,-31.99502685498309,0.0,0.42000000000000004,24.0,1,0
838,Ministry of Road Transport & Highways,Roads & Highways,Construction of Bhabhua Bypass from Ch. 10800Design Ch. 10800 to Ch. 19860 Design Ch. 18150 and Chand Bypass from Ch. 38060 Design Ch. 36250 to Ch. 40460 Design Ch. 38650 and widening of existing road to 2 - lane with Paved shoulder from Ch. 40460 Design Ch. 38650 to Ch. 46860 Design Ch. 45050 of NH-219 Total length- 16.150 Kmunder EPC mode in the state of Bihar,MoRTH,618004,,,Bihar,02/2022,,01/2025,07/2026,179.86,179.86,0.0,0.0,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618004,179.86,179.86,0.0,0.0,0.0,0.0,0.0,0.1,18.0,1,0
839,Ministry of Road Transport & Highways,Roads & Highways,Sheohar-Sitamarhi Section km 40.000 to 79.400 km Lot-I,MoRTH,618005,,,Bihar,02/2016,,05/2016,05/2018,6.0,2021.0,178.85,278.53,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618005,6.0,2021.0,178.85,100.0,8.849579416130627,-91.15042058386938,500.0,1.1,24.0,1,1
840,Ministry of Road Transport & Highways,Roads & Highways,Sitamarhi-Jaynagar Section km 79.400 to km 156.500 Lot-II,MoRTH,618006,,,Bihar,02/2016,,06/2016,12/2018,6.0,2021.0,369.77,503.28,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618006,6.0,2021.0,369.77,100.0,18.296387926768926,-81.70361207323107,500.0,1.1,30.0,1,1
841,Ministry of Road Transport & Highways,Roads & Highways,Jaynagar-Narahia Section km 156.500 to km 219.945 Lot-III,MoRTH,618007,,,Bihar,02/2016,,05/2016,11/2018,3.0,2021.0,553.3,706.39,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618007,3.0,2021.0,553.3,100.0,27.377535873330032,-72.62246412666997,500.0,1.1,30.0,1,1
842,Ministry of Road Transport & Highways,Roads & Highways,Improvement to Two lane with Paved Shoulder from Junction of NH22 near Hajipur to Junction of NH -122 at Bachhwara via Mahnar and Mohiuddin Nagar from Km 0.00 to Km 29.730 of NH 122 B in the State of Bihar.,MoRTH,618073,,,Bihar,02/2024,,08/2024,11/2025,226.16,226.16,0.0,0.0,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618073,226.16,226.16,0.0,0.0,0.0,0.0,0.0,0.1,15.0,1,0
843,Ministry of Road Transport & Highways,Roads & Highways,Pre construction activity of NH 122B from km 0 to 72.348 and  Improvement to two lane with paved shoulders of NH 122B from km 29.730 to km 72.348 in state of Bihar under EPC mode,MoRTH,618074,,,Bihar,02/2022,,05/2023,11/2024,624.43,624.43,153.21,90.0,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618074,624.43,624.43,153.21,90.0,24.5359768108515,-65.46402318914849,0.0,1.0,18.0,1,0
844,Ministry of Road Transport & Highways,Roads & Highways,Improvement to two lane with paved shoulders of BH WB Border Amdabad Manihari section from design Km 0.000 to Km 23.945 of NH 131 A Total length 23.945 Km under EPC mode in the state of Bihar,MoRTH,618080,,,Bihar,01/2022,,09/2024,03/2026,353.27,353.27,0.0,2.0,December 2025,82.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618080,353.27,353.27,0.0,2.0,0.0,-2.0,0.0,0.12000000000000001,18.0,1,0
836,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and Upgrading to 2 lanes/2-lane with paved shoulders configuration and strengthening of of Birpur and Bihpur Section from km 0.0 to Km 106 of NH  106 under phase I of National Highways Interconnectivity Improvement Projects NHIIP ICB No. NHIIP-BR-106-7 [NHIIP-BR-106-7],MoRTH,617966,,,Bihar,01/2014,,10/2016,10/2019,6.0,2022.0,780.77,961.33,December 2025,81.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,617966,6.0,2022.0,780.77,100.0,38.6137487636004,-61.3862512363996,500.0,1.1,36.0,1,1
868,Ministry of Road Transport & Highways,Roads & Highways,4L of Bal. works of Patna - Gaya -Dobhi Pkg-III from km. 83.00 to km. 127.217 of Old NH-83,National Highways Authority of India [NHAI],618916,,,Bihar,09/2019,,11/2020,11/2022,5.0,2025.0,1077.46,799.7,December 2025,83.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618916,5.0,2025.0,1077.46,100.0,53.2079012345679,-46.7920987654321,500.0,1.1,24.0,1,1
781,Ministry of Road Transport & Highways,Roads & Highways,6L  Access Controlled Greenfield Highway from Mallapalle Ch. 176000 to Kavulakuntla Ch. 196000 Package-08,National Highways Authority of India [NHAI],618719,,,Andhra Pradesh,02/2023,,02/2024,02/2026,909.02,751.81,225.97,40.0,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618719,909.02,751.81,225.97,40.0,30.05679626501377,-9.94320373498623,-17.29444896701943,0.5,24.0,1,0
779,Ministry of Road Transport & Highways,Roads & Highways,6L Access Controlled Greenfield Highway from Vankarakunta Ch. 45700 to Odulapalle Ch. 72000 of [NH-544G]Package-3,National Highways Authority of India [NHAI],618716,,,Andhra Pradesh,12/2022,,03/2024,03/2026,992.91,888.07,279.55,65.0,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618716,992.91,888.07,279.55,65.0,31.47837445246433,-33.52162554753567,-10.558862333947681,0.75,24.0,1,0
718,Ministry of Railways,Railways,Railway Manufacturing Unit,RVNL - II,617409,,,Telangana,07/2016,,02/2023,12/2026,3.0,2026.0,521.36,521.36,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,617409,3.0,2026.0,521.36,100.0,25.733464955577496,-74.26653504442251,500.0,1.1,46.0,1,1
719,Ministry of Railways,Railways,Kazipet Wagon Overhauling Project,RVNL,705252,,,Telangana,09/2017,,07/2017,12/2023,385.0,385.0,0.0,0.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705252,385.0,385.0,0.0,0.0,0.0,0.0,0.0,0.1,77.0,1,0
720,Ministry of Railways,Railways,Manoharabad-Kothapalli New Rail Line [151 km],South Central Railway [SCR] - II,705437,,,Telangana,07/2016,,01/2017,03/2027,12.0,2027.0,1160.0,2781.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705437,12.0,2027.0,1160.0,100.0,57.22742969906266,-42.77257030093734,500.0,1.1,122.0,1,1
721,Ministry of Railways,Railways,Bahraich-Shravasti-Balrampur-Siddharthnagar -Santkabir nagar,North Eastern Railway [NER],400204,,,Uttar Pradesh,10/2018,,03/2017,10/2030,10.0,2030.0,4939.78,4939.78,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,400204,10.0,2030.0,4939.78,100.0,243.33891625615763,143.33891625615763,500.0,1.1,163.0,1,1
722,Ministry of Railways,Railways,Sahjanwa-Dohrighat,North Eastern Railway [NER],400205,,,Uttar Pradesh,08/2019,,03/2017,03/2029,3.0,2029.0,1319.75,1319.75,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,400205,3.0,2029.0,1319.75,100.0,65.04435682602268,-34.95564317397732,500.0,1.1,144.0,1,1
723,Ministry of Railways,Railways,Varanasi-Pt. Deen Dayal Upadhyaya multitracking 15km including construction of new Rail-cum-Road Bridge across Ganga River.,Northern Railways,617213,,,Uttar Pradesh,10/2024,,10/2025,10/2029,2464.46,2464.46,0.0,0.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,617213,2464.46,2464.46,0.0,0.0,0.0,0.0,0.0,0.1,48.0,1,0
724,Ministry of Railways,Railways,Anandnagar - Ghugli via Maharajganj New line 52.7 km,Construction NER,617252,,,Uttar Pradesh,10/2023,,11/2023,03/2028,958.27,958.27,455.29,23.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,617252,958.27,958.27,455.29,23.0,47.51166164024753,24.51166164024753,0.0,0.33,52.0,1,0
725,Ministry of Railways,Railways,Chunar-Chopan doubling project,North Central Railway,617284,,,Uttar Pradesh,08/2023,,01/2025,03/2028,1423.96,1423.96,64.45,8.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,617284,1423.96,1423.96,64.45,8.0,4.526110283996741,-3.473889716003259,0.0,0.18,38.0,1,0
726,Ministry of Railways,Railways,Surface triangle line bet. Bhadura stn and new crossing stn Karma,East Central Railway [ECR] - I,617333,,,Uttar Pradesh,10/2022,,05/2024,02/2027,199.96,199.96,1.05,0.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,617333,199.96,199.96,1.05,0.0,0.5251050210042009,0.5251050210042009,0.0,0.1,33.0,1,0
727,Ministry of Railways,Railways,Doubling between Jaunpur Jn - Zaffarabad 6.28 km,M/S SRC company Infra Private Limited,617370,,,Uttar Pradesh,03/2023,,02/2025,01/2027,180.66,180.66,4.0,13.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,617370,180.66,180.66,4.0,13.0,2.214103841470165,-10.785896158529836,0.0,0.23,23.0,1,0
728,Ministry of Railways,Railways,Burhwal Gonda 3rd line,North Eastern Railway [NER],705567,,,Uttar Pradesh,11/2017,,07/2019,03/2025,1.0,2026.0,1016.0,1118.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705567,1.0,2026.0,1016.0,100.0,50.14807502467917,-49.85192497532083,500.0,1.1,68.0,1,1
729,Ministry of Railways,Railways,Janghai-Pratapgarh- Amethi,CAO/C/II/NR,705588,,,Uttar Pradesh,11/2017,,03/2017,03/2025,3.0,2026.0,722.0,1194.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705588,3.0,2026.0,722.0,100.0,35.636722606120436,-64.36327739387957,500.0,1.1,96.0,1,1
730,Ministry of Railways,Railways,Lalitpur-Birari with flyover at Lalitpur- 16 Km,North Central Railway,705766,,,Uttar Pradesh,03/2017,,11/2017,12/2024,1.0,2026.0,304.44,356.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705766,1.0,2026.0,304.44,100.0,15.02665350444225,-84.97334649555775,500.0,1.1,85.0,1,1
731,Ministry of Railways,Railways,Allahabad-Bamhrauli Flyover Construction & 4th Railway Line Project,North Central Railway,705771,,,Uttar Pradesh,04/2019,,10/2020,03/2026,3.0,2026.0,494.0,494.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705771,3.0,2026.0,494.0,100.0,24.383020730503453,-75.61697926949654,500.0,1.1,65.0,1,1
732,Ministry of Railways,Railways,"Mughalsarai-Allahabad, 3rd line",North Central Railway,705772,,,Uttar Pradesh,12/2015,,03/2016,12/2026,3.0,2027.0,2649.0,2649.44,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705772,3.0,2027.0,2649.0,100.0,130.68574247656636,30.68574247656636,500.0,1.1,129.0,1,1
733,Ministry of Railways,Railways,Aligarh -Daud Khan Flyover Construction & 3rd Railway Line Project,CAO/C/NCR,705774,,,Uttar Pradesh,04/2019,,09/2020,01/2025,3.0,2027.0,758.0,779.49,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705774,3.0,2027.0,758.0,100.0,37.39516526887025,-62.60483473112975,500.0,1.1,52.0,1,1
734,Ministry of Railways,Railways,Bhandai - Flyover for Etawah bound down train- 10 Km,North Central Railway (NCR) - II,705777,,,Uttar Pradesh,07/2020,,04/2021,02/2026,2.0,2027.0,250.18,250.18,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705777,2.0,2027.0,250.18,100.0,12.342377898371979,-87.65762210162802,500.0,1.1,58.0,1,1
717,Ministry of Railways,Railways,Doubling between Bhadrachalam Road and Dornakal,South Central Railway [SCR] - II,616856,,,Telangana,08/2023,,04/2025,04/2029,770.12,770.12,48.35,0.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,616856,770.12,770.12,48.35,0.0,6.278242351841272,6.278242351841272,0.0,0.1,48.0,1,0
716,Ministry of Railways,Railways,Coach Production Factory Upgradation Project,CPM/ICF,705244,,,Tamil Nadu,12/2017,,07/2018,12/2021,520.0,520.0,192.25,0.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705244,520.0,520.0,192.25,0.0,36.97115384615385,36.97115384615385,0.0,0.1,41.0,1,0
715,Ministry of Railways,Railways,Redevelopment of Chennai Egmore Station,Ministry of Railways,613002,,,Tamil Nadu,05/2022,,10/2022,03/2026,842.0,842.0,340.0,0.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,613002,842.0,842.0,340.0,0.0,40.38004750593824,40.38004750593824,0.0,0.1,41.0,1,0
714,Ministry of Railways,Railways,Phase II extension of MRTS from Velachery to St Thomas Mount,Ministry of Railways,400280,,,Tamil Nadu,11/2007,,11/2008,07/2025,9.0,2025.0,734.0,734.01,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,400280,9.0,2025.0,734.0,100.0,36.24691358024691,-63.75308641975309,500.0,1.1,200.0,1,1
696,Ministry of Railways,Railways,Jeypore-Malkanagiri New Railway Line Project,East Coast Railway [ECoR] - II,705742,,,Odisha,02/2018,,12/2023,07/2033,7.0,2033.0,2344.0,2344.0,December 2025,75.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705742,7.0,2033.0,2344.0,100.0,115.29758976881456,15.29758976881456,500.0,1.1,115.0,1,1
697,Ministry of Railways,Railways,Khurda Road - Balangir Electrification of Railway Track Project,Ministry of Railways,706898,,,Odisha,09/2018,,09/2019,03/2021,267.61,267.61,0.0,0.0,December 2025,75.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,706898,267.61,267.61,0.0,0.0,0.0,0.0,0.0,0.1,18.0,1,0
698,Ministry of Railways,Railways,GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION/12.76kms,East Coast Railway [ECoR] - II,709811,,,Odisha,09/2022,,05/2025,09/2027,9.0,2027.0,190.0,189.93,December 2025,75.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,709811,9.0,2027.0,190.0,100.0,9.373458312777503,-90.6265416872225,500.0,1.1,28.0,1,1
699,Ministry of Railways,Railways,"Jaynagar-Bijalpura, incl. extn. Bet, Bijalpura-Bardibas [Nepal]",East Central Railway [ECR] - I,705362,,,Offshore,08/2015,,03/2011,03/2022,3.0,2026.0,819.0,819.0,December 2025,75.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705362,3.0,2026.0,819.0,100.0,40.42448173741363,-59.57551826258637,500.0,1.1,132.0,1,1
